Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text
18;Zuhlke;1;1;1;9999;2015-11-20 00:30;
18;BesorgterRealist;2;2;1;1;2015-11-20 00:31;
18;Zuhlke;3;3;2;2;2015-11-20 00:32;
18;Y_IIIII;4;4;3;3;2015-11-20 00:33;
18;soeren roth;5;2;1;1;2015-11-20 00:34;
18;Mampf22;6;3;2;2;2015-11-20 00:35;
18;verlogen;7;4;6;6;2015-11-20 00:36;
18;BarbeQ;8;3;5;5;2015-11-20 00:37;
18;-Palomino-;9;4;6;6;2015-11-20 00:38;
18;Queensland_;10;5;4;4;2015-11-20 00:39;
18;Wolf Karl;11;5;4;4;2015-11-20 00:40;
18;soeren roth;12;4;8;8;2015-11-20 00:41;
18;Konfusius II;1301;6;10;10;2015-11-20 00:42;
18;Y_IIIII;1302;6;11;11;2015-11-20 00:43;
18;Marcus Aurelius;14;1;14;9999;2015-11-20 00:44;
18;Mr. Corby;15;1;15;9999;2015-11-20 00:45;
18;Rob Schuberth;16;2;15;15;2015-11-20 00:46;
18;Saralyan;17;2;15;15;2015-11-20 00:47;
18;arnster;18;2;15;15;2015-11-20 00:48;
18;Margot Melzer;19;2;15;15;2015-11-20 00:49;
18;soeren roth;20;2;15;15;2015-11-20 00:50;
18;BarbeQ;21;2;15;15;2015-11-20 00:51;
18;Dreandas;22;3;16;16;2015-11-20 00:52;
18;Rob Schuberth;23;3;17;17;2015-11-20 00:53;
18;Freiheit2016;24;1;24;9999;2015-11-20 00:54;
18;Quadrat;25;1;25;9999;2015-11-20 00:55;
18;Grabthars Hammer;26;2;25;25;2015-11-20 00:56;
18;Garfield1;27;2;25;25;2015-11-20 00:57;
18;Quadrat;28;3;27;27;2015-11-20 00:58;
18;Jörn Dyck;29;2;25;25;2015-11-20 00:59;
18;Quadrat;30;3;29;29;2015-11-20 01:00;
18;Derdersbesserweiß;31;3;27;27;2015-11-20 01:01;
18;Jörn Dyck;32;4;30;30;2015-11-20 01:02;
18;Konfusius II;33;2;25;25;2015-11-20 01:03;
18;Throatwobbler Mangrove;34;1;34;9999;2015-11-20 01:04;
18;Immer Bandsalat;35;2;34;34;2015-11-20 01:05;
18;Bürger Deutschlands 3.0;36;1;36;9999;2015-11-20 01:06;
18;Qwert1133;37;2;36;36;2015-11-20 01:07;
18;Jörn Dyck;38;2;36;36;2015-11-20 01:08;
18;Derdersbesserweiß;39;3;37;37;2015-11-20 01:09;
18;Nivarius;40;1;40;9999;2015-11-20 01:10;
18;hobelixx;41;2;40;40;2015-11-20 01:11;
18;Paulus80;42;2;40;40;2015-11-20 01:12;
18;Ben2015;43;2;40;40;2015-11-20 01:13;
18;RomyausC;44;3;41;41;2015-11-20 01:14;
18;contra malum;45;1;45;9999;2015-11-20 01:15;
18;Atomare Partybombe;46;1;46;9999;2015-11-20 01:16;
18;eschwenk;47;2;46;46;2015-11-20 01:17;
18;contra malum;48;2;46;46;2015-11-20 01:18;
18;sandor clegane;49;3;47;47;2015-11-20 01:19;
18;Bleiwurz;50;1;50;9999;2015-11-20 01:20;
18;AboBraeth;51;1;51;9999;2015-11-20 01:21;
18;joaber;52;2;51;51;2015-11-20 01:22;
18;joaber;53;3;52;52;2015-11-20 01:23;
18;Renfrew;54;1;54;9999;2015-11-20 01:24;
18;Prisen Colinen;55;1;55;9999;2015-11-20 01:25;
18;Blondes Gift;56;2;55;55;2015-11-20 01:26;
18;Merkozy2016;57;1;57;9999;2015-11-20 01:27;
18;Derdersbesserweiß;58;2;57;57;2015-11-20 01:28;
18;Blondes Gift;59;1;59;9999;2015-11-20 01:29;
18;Galapagos 12;60;2;59;59;2015-11-20 01:30;
18;Blondes Gift;61;3;60;60;2015-11-20 01:31;
18;TucholskyStyle;62;1;62;9999;2015-11-20 01:32;
18;Jörn Dyck;63;2;62;62;2015-11-20 01:33;
18;Kleine Waldhexe;64;1;64;9999;2015-11-20 01:34;
18;eschwenk;65;2;64;64;2015-11-20 01:35;
18;yet_another_comment;66;1;66;9999;2015-11-20 01:36;
18;Luegenpresse;67;2;66;66;2015-11-20 01:37;
18;eschwenk;68;3;67;67;2015-11-20 01:38;
18;Garfield1;69;1;69;9999;2015-11-20 01:39;
18;Rob Schuberth;70;2;69;69;2015-11-20 01:40;
18;Micha.aus.dem.Wald;71;1;71;9999;2015-11-20 01:41;
18;zweimalzwei;72;1;72;9999;2015-11-20 01:42;
18;Jörn Dyck;73;2;72;72;2015-11-20 01:43;
18;LirumlarumLöffelstil;74;1;74;9999;2015-11-20 01:44;
18;Rob Schuberth;75;2;74;74;2015-11-20 01:45;
18;mandragor;76;1;76;9999;2015-11-20 01:46;
18;creese;77;1;77;9999;2015-11-20 01:47;
18;OMG1606;78;2;77;77;2015-11-20 01:48;
18;Steklo;79;1;79;9999;2015-11-20 01:49;
18;Rob Schuberth;80;2;79;79;2015-11-20 01:50;
18;Schanddadh;81;1;81;9999;2015-11-20 01:51;
18;Hein Schaefer;82;1;82;9999;2015-11-20 01:52;
18;Galapagos 12;83;2;82;82;2015-11-20 01:53;
18;Jörn Dyck;84;2;82;82;2015-11-20 01:54;
18;Masch_Ring;85;1;85;9999;2015-11-20 01:55;
18;Rob Schuberth;86;2;85;85;2015-11-20 01:56;
18;Kowalski46;87;1;87;9999;2015-11-20 01:57;
18;Rob Schuberth;88;2;87;87;2015-11-20 01:58;
18;St.Expeditus;89;1;89;9999;2015-11-20 01:59;
18;R.Radel;90;1;90;9999;2015-11-20 02:00;
18;Babayka;91;1;91;9999;2015-11-20 02:01;
18;Gutentag;92;1;92;9999;2015-11-20 02:02;
18;Rob Schuberth;93;2;92;92;2015-11-20 02:03;
18;Xenophobia;94;1;94;9999;2015-11-20 02:04;
18;Kissology;95;1;95;9999;2015-11-20 02:05;
18;lusiada;96;2;95;95;2015-11-20 02:06;
18;Einaeugiger2;97;1;97;9999;2015-11-20 02:07;
18;Komixer;98;1;98;9999;2015-11-20 02:08;
18;The Rubeus Fake;99;2;98;98;2015-11-20 02:09;
18;lusiada;100;1;100;9999;2015-11-20 02:10;
18;Schillerlocken;101;1;101;9999;2015-11-20 02:11;
18;Wolfgang63;102;1;102;9999;2015-11-20 02:12;
18;Admonitus15;103;2;102;102;2015-11-20 02:13;
18;tünde;104;1;104;9999;2015-11-20 02:14;
18;GPK;105;1;105;9999;2015-11-20 02:15;
18;Bürger Deutschlands 3.0;106;2;105;105;2015-11-20 02:16;
18;neutral observer;107;2;105;105;2015-11-20 02:17;
18;a.feuerbach;108;1;108;9999;2015-11-20 02:18;
18;Admonitus15;109;2;108;108;2015-11-20 02:19;
18;The Rubeus Fake;110;1;110;9999;2015-11-20 02:20;
18;OMG1606;111;2;110;110;2015-11-20 02:21;
18;Frank K.;112;1;112;9999;2015-11-20 02:22;
18;Sanguin;113;1;113;9999;2015-11-20 02:23;
18;Dieter Offergeld;114;1;114;9999;2015-11-20 02:24;
18;benyakov;115;1;115;9999;2015-11-20 02:25;
18;eakoe;116;1;116;9999;2015-11-20 02:26;
18;thegoodthebadtheugly;117;1;117;9999;2015-11-20 02:27;
18;Ellen la sirene;118;1;118;9999;2015-11-20 02:28;
18;Bürger Deutschlands 3.0;119;2;118;118;2015-11-20 02:29;
18;senso;120;1;120;9999;2015-11-20 02:30;
18;Bürger Deutschlands 3.0;121;1;121;9999;2015-11-20 02:31;
18;senso;122;2;121;121;2015-11-20 02:32;
18;Yakov Pavlov;123;1;123;9999;2015-11-20 02:33;
18;Phil89;124;1;124;9999;2015-11-20 02:34;
18;hobelixx;125;1;125;9999;2015-11-20 02:35;
18;N. Knatterton;126;1;126;9999;2015-11-20 02:36;
18;EinLeser69;127;1;127;9999;2015-11-20 02:37;
18;felicitas populi;128;1;128;9999;2015-11-20 02:38;
18;headyMis;129;1;129;9999;2015-11-20 02:39;
18;senso;130;2;129;129;2015-11-20 02:40;
18;senso;131;1;131;9999;2015-11-20 02:41;
18;Paulus80;132;1;132;9999;2015-11-20 02:42;
18;onno70;133;1;133;9999;2015-11-20 02:43;
18;Fischers Fritze;134;1;134;9999;2015-11-20 02:44;
18;senso;135;2;134;134;2015-11-20 02:45;
18;Liane G.;136;1;136;9999;2015-11-20 02:46;
18;senso;137;2;136;136;2015-11-20 02:47;
18;headyMis;138;1;138;9999;2015-11-20 02:48;
18;ruhrpottpreusse;139;1;139;9999;2015-11-20 02:49;
18;senso;140;1;140;9999;2015-11-20 02:50;
18;Ben2015;141;1;141;9999;2015-11-20 02:51;
18;senso;142;2;141;141;2015-11-20 02:52;
18;Barwasser;143;1;143;9999;2015-11-20 02:53;
18;senso;144;1;144;9999;2015-11-20 02:54;
18;Lukas Twerdochlib;145;1;145;9999;2015-11-20 02:55;
18;Schwelgerei;146;1;146;9999;2015-11-20 02:56;
18;dornenheim;147;1;147;9999;2015-11-20 02:57;
18;Kassander_Nebu;148;1;148;9999;2015-11-20 02:58;
18;Hugo Notte;149;1;149;9999;2015-11-20 02:59;
18;Ehemaliger EU Befürworter;150;2;149;149;2015-11-20 03:00;
18;AlternativeStimme;151;1;151;9999;2015-11-20 03:01;
18;Hugo Notte;152;2;151;151;2015-11-20 03:02;
18;From Oceania;153;1;153;9999;2015-11-20 03:03;
18;hollowhills;154;1;154;9999;2015-11-20 03:04;
18;schdrahlemann;155;1;155;9999;2015-11-20 03:05;
18;Lillly;156;1;156;9999;2015-11-20 03:06;
